dico1,medianctrl7
"Hexosaminidase A, Lysosomal",1.25617762598906
"Hexosaminidase A, Plasma Membrane",0
"Hexosaminidase A;Lysosomal Or Hexosaminidase B;Lysosomal",0
"Sialidase, Lysosomal (Neu1)",0
"Sialidase, Cytosol (Neu2)",0
"Sialidase, Cytosol (Neu2)",0
"Sialidase, Cytosol (Neu2)",0
"Sialidase, Cytosol (Neu2)",0
"Sialidase, Cytosol (Neu2)",0
"Sialidase, Plasma Membrane (Neu3)",0
"Sialidase, Plasma Membrane (Neu3)",0
"Sialidase, Plasma Membrane (Neu3)",0
"Sialidase, Plasma Membrane (Neu3)",0
"Sialidase, Plasma Membrane (Neu3)",0
"Sialidase, Plasma Membrane (Neu3)",0
"Sialidase, Plasma Membrane (Neu3)",0
"Sialidase, Plasma Membrane (Neu3)",0
"Sialidase, Nucleus (Neu3 Or Neu1)",2.16176839961403
"Sialidase, Plasma Membrane (Neu3)",0
"Sphingomyelin Synthase 1 Or Sphingomyelin Synthase 2",0
"Sphingomyelin Synthase 2",0
"Sphingomyelin Synthase",0
"Sphingosine Kinase 1",0
"Sphingosine Kinase 2",0
"Sphingosine Kinase 2",0
"Vesicle Transport of Sphingomyelin from Golgi to Extracellular",0
"Endocytosis of Sphingomyelin",0
"Neutral Sphingomyelinase",0
"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",0
"NAD Dependent 11-Hydroxythromboxane B2 Dehydrogenase ",0
"Nitrite Dioxide Transport, Assumed Diffusion",0
"Ammonia Er Transport, Diffusion",-1.22133970784525
"Omega Hydroxy Testosterone Transport",0
"UDPgalactose Transport (Nuclear)",0
"UDPgalactose Transport, Endoplasmatic Reticulum",0
"Fatty Acid Intracellular Transport, Mitochondrial",967.861490119524
"Fatty Acid Intracellular Transport, Mitochondrial",-865.821214945168
"Fatty Acid Intracellular Transport, Mitochondrial",-806.003540059088
"Trihexosyl Ceramide Transport, Lysosomal",0
"Phosphatidylcholine Scramblase",0
"Choline Phosphate Intracellular Transport",0
"Diacylglycerol Golgi Export",0
"Phytoceramide Transport, Golgi Apparatus",0
"Phytoceramide Transport, Endoplasmatic Reticulum",0
"Sphinganine Intracellular Transport",0
"Sphinganine Intracellular Transport",0
"Sphingosine Intracellular Transport",0
"Sphingosine Intracellular Transport",0
"Exchange of CMP-N-Acetyl-Beta-Neuraminate ",0
"Exchange of Gd2 ",0
"Exchange of Gd1A",0
"Dihydroceramide Transport, Golgi Apparatus",0
"Dihydroceramide Transport, Endoplasmatic Reticulum",0
"Transport of Gd1A ",0
"Phytosphingosine Transport, from Golgi to Cytosol (Flippase?)",0
"Phytosphingosine Transport, from Er to Cytosol (Flippase?)",0
"Sphingosine-1-Phosphate Lyase 1 (Phytosphingosine-1-Phosphate, Cytosol)",0
"Sink for 3, 4-Dihydroxyphenylacetaldehyde",0
"Transport of 3, 4-Dihydroxyphenylethanol via Passive Diffusion",-3.19769692330481
"Exchange of 3, 4-Dihydroxyphenylethanol ",3.19769692330489
"Demand for  Nitrite",0
"Demand for  Tachysterol 3",0
"Demand for  (2S,3R)-2-Azaniumyl-3-Hydroxyoctadecyl Phosphate",0
"Demand for  Sphingosine 1-Phosphate",0
"Demand for  Gm1 ",2.16176839961481
"Demand for  Gda1",0
"Demand for  6-Hydroxydopamine-Quinone",5.20179777612525
"Galactocerebroside Intracellular Transport",-0.854695978142484
"Galactocerebroside Intracellular Transport",0
"Ceramide Transport Protei",0
"Fatty Acid Intracellular Transport",0
"Fatty Acid Intracellular Transport",0
"Demand for  Phytosphingosine-1-Phosphate, ",0
"Transport of Gd1A ",0.645408790012925
"Transport of Gd1A ",2.16176839961474
"ADP/ATP Transporter, Golgi",1.63654299039304
"Transport of Gd1B ",1.25617762598928
"Demand for  Gd3,  Lysosomal",0
"Demand for  Gd3,  Golgi",0
"Transport of Gd3, Lysosomal",1.25617762598754
"Transport of Gd3, Mitochondrial",0
"Demand for 1-Phosphatidyl-1D-Myo-Inositol 3, 5-Bisphosphate",0.55819388569464
"Demand for  Gd3,  Mitochondria",0
"Catalase",0
"Transport of De-Fuc Form of Pa6, Lysosomal",0
"Demand for  Phosphocreatine,  Cytosolic",0
"Demand for  Potassium,  Golgi Apparatus",0
"Demand for  Sodium,  Endoplasmic Reticulum",0
"Demand for  Sodium,  Peroxisomal",0
"Demand for  Sodium,  Golgi Apparatus",0
"Demand for  Sodium,  Cytosolic",0
"Demand for  Thiamin,  Mitochondrial",0
"Demand for  All-Trans-Retinoate,  Nuclear",0
"Demand for  2-Hydroxyhexadecanal,  Cytosolic",0
"Demand for  15S-Hydroperoxyeicosatetraenoate,  Nuclear",0
"Demand for  15S-Hydroperoxyeicosatetraenoate,  Peroxisomal",0
"Demand for  15S-Hydroperoxyeicosatetraenoate,  Endoplasmic Reticulum",0
"Sink_Ser_Gly_Ala_X_Gly, Endoplasmic Reticulum",-0.166451114987439
"Exchange of 1-Phosphatidyl-1D-Myo-Inositol",0
"Exchange of (12S)-12-hydroxyheptadeca-5,8,10-trienoic acid (12S-HHT)",0
"Exchange of 5-S-Glutathionyl-L-Dopa",0
"Exchange of 5-S-Cysteinylglycine Dopa",0
"Exchange of 5-S-Cysteinyldopa",0
"Exchange of Galactosyl Glucosyl Ceramide",0
"Exchange of Gibberellin A1",0
"Exchange of Ganglioside Gm1",0
"Exchange of N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion",0
"Exchange of Gm1B",0
"Exchange of Gd1B",0
"Exchange of Gt1B",0
"Lipoprotein Lipase",0
"Triacylglycerol Lipase",0
"Lipoprotein Lipase",0
"HMR_0015",0
"HMR_0016",0
"HMR_0017",0
"HMR_0019",0
"HMR_0020",0
"HMR_0155",510.285519048673
"Carboxylic Acid:Coa Ligase (AMP-Forming)",0
"HMR_0157",0
"HMR_0164",0
"Butyrate Coenzyme A Ligase",0
"HMR_0166",0
"HMR_0167",-0.794260211701991
"Butyrate Coenzyme A Ligase",0
"HMR_0170",0
"Butyrate Coenzyme A Ligase",0
"HMR_0172",0
"HMR_0176",0
"Butyrate Coenzyme A Ligase",0
"HMR_0178",0
"Butyrate Coenzyme A Ligase",0
"HMR_0182",0
"HMR_0183",0
"Butyrate Coenzyme A Ligase",0
"HMR_0185",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",3.03282787911672
"Palmitoyl Coenzyme A Hydrolase",3.03282787911594
"HMR_0191",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.60881440527638
"Palmitoyl Coenzyme A Hydrolase",2.60881440527596
"HMR_0194",0
"Palmitoyl Coenzyme A Hydrolase",2.73223517946517
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.448030026096
"Palmitoyl Coenzyme A Hydrolase",2.44803002609473
"HMR_0203",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.3291619501853
"Palmitoyl Coenzyme A Hydrolase",2.66145955910182
"HMR_0207",0.230764448611534
"HMR_0208",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.18223729047015
"Palmitoyl Coenzyme A Hydrolase",2.18223729047006
"HMR_0211",0
"Palmitoyl Coenzyme A Hydrolase",2.5983524367123
"HMR_0215",0
"Palmitoyl Coenzyme A Hydrolase",11.0813527466662
"HMR_0232",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",3.10837412169275
"Palmitoyl Coenzyme A Hydrolase",3.10837412169268
"HMR_0235",0
"Palmitoyl Coenzyme A Hydrolase",1.88215181019045
"HMR_0239",0
"HMR_0240",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",3.53298491556422
"Palmitoyl Coenzyme A Hydrolase",3.53298491556541
"HMR_0243",0
"HMR_0244",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.60841972426189
"Palmitoyl Coenzyme A Hydrolase",2.60841972426169
"HMR_0247",0
"HMR_0253",0
"HMR_0254",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.48013921111479
"Palmitoyl Coenzyme A Hydrolase",2.48013921111367
"HMR_0257",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.34440692794094
"Palmitoyl Coenzyme A Hydrolase",3.30441732413551
"HMR_0261",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",1.80557720730857
"Palmitoyl Coenzyme A Hydrolase",1.80557720730842
"HMR_0270",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",0.999222056919635
"Palmitoyl Coenzyme A Hydrolase",0.999222056921101
"HMR_0273",0
"Palmitoyl Coenzyme A Hydrolase",0.183887135909147
"HMR_0277",0
"HMR_0278",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.02829006167577
"Palmitoyl Coenzyme A Hydrolase",2.02829006167477
"HMR_0281",0
"HMR_0287",0
"HMR_0288",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",4.47293682129979
"Palmitoyl Coenzyme A Hydrolase",4.47293682130102
"HMR_0291",0
"HMR_0292",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",6.11758528740119
"HMR_0296",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.04181966045935
"Palmitoyl Coenzyme A Hydrolase",2.04181966045856
"HMR_0299",0
"HMR_0300",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.56158170004438
"Palmitoyl Coenzyme A Hydrolase",2.56158170004414
"HMR_0303",0
"HMR_0304",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.08710325786924
"Palmitoyl Coenzyme A Hydrolase",2.08710325786819
"HMR_0307",0
"HMR_0308",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.13486164003811
"Palmitoyl Coenzyme A Hydrolase",2.13486164003746
"HMR_0311",0
"HMR_0317",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",1.87575765127294
"HMR_0321",0
"HMR_0322",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",3.23038182781421
"Palmitoyl Coenzyme A Hydrolase",3.23038182781437
"HMR_0325",0
"HMR_0326",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.83946858348448
"Palmitoyl Coenzyme A Hydrolase",2.83946858348478
"HMR_0329",0
"Palmitoyl Coenzyme A Hydrolase",0.12985959051432
"HMR_0343",0
"HMR_0344",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.58518806130434
"Palmitoyl Coenzyme A Hydrolase",2.58518806130435
"HMR_0347",0
"Palmitoyl Coenzyme A Hydrolase",2.62340539915958
"Palmitoyl Coenzyme A Hydrolase",0.534856897158718
"Palmitoyl Coenzyme A Hydrolase",0.12725630268055
"HMR_0359",0
"Palmitoyl Coenzyme A Hydrolase",0.14359832418686
"HMR_0363",0
"Palmitoyl Coenzyme A Hydrolase",0.133709342431332
"HMR_0367",0
"Palmitoyl Coenzyme A Hydrolase",0
"HMR_0371",0
"Palmitoyl Coenzyme A Hydrolase",0
"HMR_0375",0
"Palmitoyl Coenzyme A Hydrolase",0.128623332257993
"HMR_0380",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.02353119638291
"Palmitoyl Coenzyme A Hydrolase",2.02353119638348
"HMR_0383",0
"HMR_0384",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.7030047784911
"Palmitoyl Coenzyme A Hydrolase",2.70300477849091
"HMR_0387",0
"HMR_0388",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.58472992230405
"Palmitoyl Coenzyme A Hydrolase",2.58472992230438
"HMR_0391",0
"HMR_0392",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.28954353427193
"Palmitoyl Coenzyme A Hydrolase",2.55994164512835
"HMR_0395",0.229966152933918
"Palmitoyl Coenzyme A Hydrolase",2.02456293576105
"Palmitoyl Coenzyme A Hydrolase",1.93499809587439
"Palmitoyl Coenzyme A Hydrolase",2.42516099729176
"Palmitoyl Coenzyme A Hydrolase",9.24644447259179
"Palmitoyl Coenzyme A Hydrolase",0.12366140821983
"HMR_0415",0
"Palmitoyl Coenzyme A Hydrolase",0
"HMR_0419",0
"Palmitoyl Coenzyme A Hydrolase",0
"HMR_0423",0
"Palmitoyl Coenzyme A Hydrolase",0.107599634878798
"HMR_0427",0
"HMR_0428",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.74257752917703
"Palmitoyl Coenzyme A Hydrolase",2.74257752917752
"HMR_0431",0
"HMR_0432",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",3.83653383735513
"Palmitoyl Coenzyme A Hydrolase",3.83653383735506
"HMR_0435",0
"HMR_0436",0
"Long-Chain-Fatty-Acid Coenzyme A Ligase",2.29000034696245
"Palmitoyl Coenzyme A Hydrolase",2.29000034696352
"HMR_0439",0
"HMR_0467",0
"HMR_0469",0
"Glycerol-3-Phosphate Dehydrogenase [NAD (P)+]",0.806764321263842
"Sn-Glycerol-3-Phosphate: (Acceptor) 2-Oxidoreductase",0
"CDP-Diacylglycerol-Glycerol-3-Phosphate 3-Phosphatidyltransferase",0
"CDP-Diacylglycerol:Phosphatidylglycerol 3-Phosphatidyltransferase",0
"HMR_0587",0
"1-Acylglycerol-3-Phosphate O-Acyltransferase",0.223471919016864
"Phosphatidate Phosphatase",1.07346022260822
"Phosphatidate Phosphatase",1.78755015932314
"Phosphatidate Phosphatase",0.223471919017768
"Ethanolaminephosphotransferase",1.78755015932233
"Diacylglycerol Cholinephosphotransferase",1.07346022260789
"Phospholipase D",1.07346022260796
"Phosphatidylcholine:Sterol O-Acyltransferase",0
"Acetylcholinesterase",0
"Phospholipase D",1.78755015932361
"Ethanolamine Ammonia-Lyase (Acetaldehyde-Forming)",0
"S-Adenosyl-L-Methionine:Phosphatidylethanolamine N-Methyltransferase",4.06248725853734
"S-Adenosyl-L-Methionine:Phosphatidyl-N-Methylethanolamine N-Methyltransferase",4.06248725853737
"S-Adenosyl-L-Methionine:Phosphatidyl-N-Dimethylethanolamine N-Methyltransferase",4.0624872585379
"Triacylglycerol Lipase",0.223471919017967
"Acylglycerol Kinase",0.223471919017902
"Sphingosine N-Acyltransferase",0.204044951502092
"Ceramidase",-0.223471919017646
"Sphingosine N-Acyltransferase",0.518470446254258
"Ceramide Glucosyltransferase",3.75791769234138
"Ceramide Cholinephosphotransferase",0
"HMR_0765",6.99876402042459
"Phosphatidate Phosphatase",2.11681051739737
"HMR_0769",-1.02465774663226
"HMR_0770",-1.45448575922991
"HMR_0771",0
"Phosphatidate Phosphatase",1.5436277866661
"Phosphatidate Phosphatase",0
"Galactosylceramidase",0
"Sphingomyelin Phosphodiesterase",5.96978840125876
"Alpha-Galactosidase",0
"Globotriaosylceramide 3-Beta-N-Acetylgalactosaminyltransferase",0
"Globotriaosylceramide 3-Beta-N-Acetylgalactosaminyltransferase",0
"Beta-N-Acetylhexosaminidase",0
"Beta-N-Acetylhexosaminidase",0
"HMR_0809",0
"Globoside Alpha-N-Acetylgalactosaminyltransferase",0
"Alpha-N-Acetylgalactosaminidase",0
"Beta-Galactoside Alpha-2, 3-Sialyltransferase",0
"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",0
" (N-Acetylneuraminyl)-Galactosylglucosylceramide N-Acetylgalactosaminyltransferase",5.07512697488389
"Ganglioside Galactosyltransferase",4.06479142326239
"Beta-Galactoside Alpha-2, 3-Sialyltransferase",1.05944339404051
"Beta-Galactosidase",2.12240443055243
"Lactosylceramide Alpha-2, 3-Sialyltransferase",0
"Beta-N-Acetylhexosaminidase",3.73548955682978
"HMR_0822",0
"HMR_0823",1.05944339404009
"Lactosylceramide Alpha-2, 3-Sialyltransferase",0
"Exo-Alpha-Sialidase",0
" (N-Acetylneuraminyl)-Galactosylglucosylceramide N-Acetylgalactosaminyltransferase",2.22858358185159
"Beta-N-Acetylhexosaminidase",2.2285835818519
"Ganglioside Galactosyltransferase",2.00956264416797
"Beta-Galactosidase",2.00956264416827
"HMR_0831",0
"HMR_0835",0
"Beta-N-Acetylhexosaminidase",0
"Beta-Galactoside Alpha-2, 3-Sialyltransferase",0
"HMR_0839",0
"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",0
" (N-Acetylneuraminyl)-Galactosylglucosylceramide N-Acetylgalactosaminyltransferase",1.2561776259888
"Ganglioside Galactosyltransferase",1.25617762598889
"Beta-Galactoside Alpha-2, 3-Sialyltransferase",0
"HMR_0846",0
"Exo-Alpha-Sialidase",0
"HMR_0848",0
"Lactosylceramide Alpha-2, 3-Sialyltransferase",0
"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",0
"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",0
"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",0
"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",0
"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",0
"Lactosylceramide 1, 3-N-Acetyl-Beta-D-Glucosaminyltransferase",1.59834443515404
"Glucosaminylgalactosylglucosylceramide Beta-Galactosyltransferase",0
"Galactoside 2-Alpha-L-Fucosyltransferase",0
"HMR_0867",0
"Fucosylgalactoside 3-Alpha-Galactosyltransferase",0
"3-Galactosyl-N-Acetylglucosaminide 4-Alpha-L-Fucosyltransferase",0
"3-Galactosyl-N-Acetylglucosaminide 4-Alpha-L-Fucosyltransferase",0
"HMR_0875",1.59834443515335
"Neolactotetraosylceramide Alpha-2, 3-Sialyltransferase",0
"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",0
"4-Galactosyl-N-Acetylglucosaminide 3-Alpha-L-Fucosyltransferase",0
"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase",1.59834443515458
"HMR_0890",1.59834443515488
"HMR_0906",0
"HMR_0907",0
"Galactoside 2-Alpha-L-Fucosyltransferase",0
"Galactoside 2-Alpha-L-Fucosyltransferase",0
"HMR_0910",0
"4-Galactosyl-N-Acetylglucosaminide 3-Alpha-L-Fucosyltransferase",1.59834443515549
"UDP-Alpha-D-Galactose:Sphingosine 1-Beta-Galactosyltransferase",0
"HMR_0913",0
"Unspecific Monooxygenase",0
"Unspecific Monooxygenase",0
"HMR_0950",0
"HMR_0954",0
"Glutathione Peroxidase",0.290162212925317
"HMR_0962",0.0977060196264386
"Glutathione Peroxidase",0.0977060196274162
"HMR_0966",0
"HMR_0979",0.0589809554032492
"Leukotriene-B4 20-Monooxygenase",0
"HMR_0984",0
"Arachidonate 15-Lipoxygenase",0
"Arachidonate 15-Lipoxygenase",0
"Arachidonate 15-Lipoxygenase",0
"Arachidonate:Oxygen 12-Oxidoreductase",0
"Arachidonate:Oxygen 12-Oxidoreductase",0
"Arachidonate 12-Lipoxygenase",0
"Arachidonate 12-Lipoxygenase",0
"Arachidonate 5-Lipoxygenase",0
"Leukotriene-C4 Synthase",0
"Gamma-Glutamyltransferase",80.8841500775449
"Membrane Dipeptidase",0
"HMR_1095",32.4999842169734
"Carbonyl Reductase (NADPH)",0.0977060196247662
"HMR_1104",0
"Leukotriene-B4 20-Monooxygenase",0
"Leukotriene-B4 20-Monooxygenase",0
"Alcohol Dehydrogenase",-2.11053086522101
"HMR_1135",104.275959458203
"HMR_1242",-104.275959458208
"HMR_1243",0
"Carbonyl Reductase (NADPH)",-943.103456251243
"HMR_1283",0
"HMR_1284",-0.0977060196264025
"Prostaglandin-Endoperoxide Synthase",0
"HMR_1306",0
"Prostaglandin-Endoperoxide Synthase",0
"HMR_1311",-842.784111401778
"Prostaglandin-E Synthase",941.433338144304
"HMR_1315",0
"HMR_1316",0
"HMR_1317",0
"HMR_1318",0
"HMR_1321",0
"HMR_1325",99.0675150965418
" (5Z, 13E)- (15S)-9Alpha, 11Alpha, 15-Trihydroxyprosta-5, 13-Dienoate:NADP+ 11-Oxidoreductase",-0.119055911056441
"HMR_1331",0
"HMR_1332",0
"HMR_1373",0
"Arachidonate 15-Lipoxygenase",0
"Prostaglandin-Endoperoxide Synthase",0
"Prostaglandin-Endoperoxide Synthase",0
"Farnesyl-Diphosphate:Farnesyl-Diphosphate Farnesyltransferase",-0.594220229603734
"Squalene, NADPH:Oxygen Oxidoreductase (2, 3-Epoxidizing)",0.594220229603853
"(S)-2, 3-Epoxysqualene Mutase (Cyclizing, Lanosterol-Forming)",0.594220229603406
"Sterol 14Alpha-Demethylase",0.323399943179777
"Sterol 14Alpha-Demethylase",0.323399943177194
"Sterol 14Alpha-Demethylase",0.323399943176917
"Methylsterol Monooxygenase",0.323399943177439
"Methylsterol Monooxygenase",0.323399943178257
"Methylsterol Monooxygenase",0.323399943178009
"3Beta-Hydroxysteroid-4Alpha-Carboxylate 3-Dehydrogenase (Decarboxylating)",0.130438291131776
"3Beta-Hydroxysteroid-4Alpha-Carboxylate 3-Dehydrogenase (Decarboxylating)",0.1489868530537
"Methylsterol Monooxygenase",0.323399943179745
"Methylsterol Monooxygenase",0.323399943179996
"Methylsterol Monooxygenase",0.323399943180681
"3Beta-Hydroxysteroid-4Alpha-Carboxylate 3-Dehydrogenase (Decarboxylating)",0.323399943181108
"3Beta-Hydroxysteroid 3-Dehydrogenase",0.323399943181241
"Cholestenol Delta-Isomerase",0.323399943180526
"HMR_1516",0.323399943180834
"Cholesterol:NADP+ Delta24-Oxidoreductase",0.323399943180605
" (2E, 6E)-Farnesyl Diphosphate Synthase",64.7254725808397
"Sterol 14Alpha-Demethylase",0.231518427002362
"Sterol 14Alpha-Demethylase",0.231518427002572
"Sterol 14Alpha-Demethylase",0.231518427001923
"Delta14-Sterol Reductase",0.23151842700283
"Methylsterol Monooxygenase",0.231518427002949
"Methylsterol Monooxygenase",0.231518427003301
"Methylsterol Monooxygenase",0.231518427004477
"3Beta-Hydroxysteroid-4Alpha-Carboxylate 3-Dehydrogenase (Decarboxylating)",0.231518427005667
"3Beta-Hydroxysteroid 3-Dehydrogenase",0.231518427006038
"Methylsterol Monooxygenase",0.231518427007814
"Methylsterol Monooxygenase",0.231518427007605
"Methylsterol Monooxygenase",0.231518427008147
"3Beta-Hydroxysteroid-4Alpha-Carboxylate 3-Dehydrogenase (Decarboxylating)",0.231518427008657
"3Beta-Hydroxysteroid 3-Dehydrogenase",0.231518427010053
"HMR_1557",0.395069643537298
"HMR_1558",0
"Cholesterol:NADP+ Delta7-Oxidoreductase",0.395069643539213
"Cholate Coenzyme A Ligase",0
"HMR_1623",0
"Cholate Coenzyme A Ligase",0
"7Alpha-Hydroxycholest-4-En-3-One 12Alpha-Hydroxylase",0
"7Alpha-Hydroxycholest-4-En-3-One 12Alpha-Hydroxylase",0
"7Alpha-Hydroxycholest-4-En-3-One 12Alpha-Hydroxylase",0
"Acyl Coenzyme A Oxidase",0
